id,first_name,last_name,type,state,district,party,twitter_handle,state_name,rep_name,district_name,total_loss,nonelderly_subtotal,medicaid_adults,medicaid_children,medicaid_disabled,medicid_expansion,medicaid_elderly,indiv_market
B000944,Sherrod,Brown,sen,OH,,Democrat,SenSherrodBrown,Ohio,,,469600.0,396300.0,74400.0,140700.0,27600.0,153500.0,32000.0,73100.0
C000127,Maria,Cantwell,sen,WA,,Democrat,SenatorCantwell,Washington,,,298700.0,264300.0,16700.0,97400.0,15600.0,134600.0,18700.0,34300.0
C000141,Benjamin,Cardin,sen,MD,,Democrat,SenatorCardin,Maryland,,,227400.0,164800.0,37900.0,60800.0,10000.0,56300.0,12800.0,62600.0
C000174,Thomas,Carper,sen,DE,,Democrat,SenatorCarper,Delaware,,,59500.0,37500.0,9800.0,11100.0,1500.0,15100.0,1800.0,22000.0
C001070,Robert,Casey,sen,PA,,Democrat,SenBobCasey,Pennsylvania,,,731000.0,409000.0,41300.0,147100.0,61500.0,159100.0,56400.0,322000.0
C001071,Bob,Corker,sen,TN,,Republican,SenBobCorker,Tennessee,,,634600.0,395000.0,35400.0,97500.0,17800.0,244200.0,20000.0,239500.0
F000062,Dianne,Feinstein,sen,CA,,Democrat,SenFeinstein,California,,,2483000.0,1714800.0,271000.0,536200.0,107300.0,800900.0,187600.0,767900.0
H000338,Orrin,Hatch,sen,UT,,Republican,SenOrrinHatch,Utah,,,186000.0,119100.0,9000.0,26400.0,3900.0,79800.0,3900.0,66900.0
K000367,Amy,Klobuchar,sen,MN,,Democrat,,Minnesota,,,217600.0,137500.0,37100.0,48200.0,9800.0,42400.0,15200.0,79800.0
M001170,Claire,McCaskill,sen,MO,,Democrat,McCaskillOffice,Missouri,,,479600.0,307000.0,14200.0,75400.0,17000.0,200100.0,18400.0,172600.0
M000639,Robert,Menéndez,sen,NJ,,Democrat,SenatorMenendez,New Jersey,,,418300.0,267800.0,22700.0,102900.0,20600.0,121500.0,26000.0,150200.0
N000032,Bill,Nelson,sen,FL,,Democrat,SenBillNelson,Florida,,,2086500.0,1269000.0,74200.0,267000.0,42900.0,884900.0,60200.0,817500.0
S000033,Bernard,Sanders,sen,VT,,Independent,SenSanders,Vermont,,,51200.0,32900.0,8900.0,7800.0,1900.0,14300.0,3100.0,18400.0
S000770,Debbie,Stabenow,sen,MI,,Democrat,SenStabenow,Michigan,,,489400.0,378700.0,53300.0,149200.0,32400.0,143400.0,32400.0,110900.0
T000464,Jon,Tester,sen,MT,,Democrat,SenatorTester,Montana,,,81100.0,28500.0,2600.0,13000.0,2300.0,10600.0,1900.0,52700.0
W000802,Sheldon,Whitehouse,sen,RI,,Democrat,SenWhitehouse,Rhode Island,,,45800.0,35300.0,6200.0,11600.0,3900.0,13700.0,4000.0,10600.0
B001261,John,Barrasso,sen,WY,,Republican,SenJohnBarrasso,Wyoming,,,49000.0,23500.0,900.0,5800.0,700.0,16000.0,900.0,25600.0
W000437,Roger,Wicker,sen,MS,,Republican,SenatorWicker,Mississippi,,,278000.0,235400.0,10000.0,59700.0,13800.0,151800.0,12300.0,42500.0
A000360,Lamar,Alexander,sen,TN,,Republican,SenAlexander,Tennessee,,,634600.0,395000.0,35400.0,97500.0,17800.0,244200.0,20000.0,239500.0
C000567,Thad,Cochran,sen,MS,,Republican,SenThadCochran,Mississippi,,,278000.0,235400.0,10000.0,59700.0,13800.0,151800.0,12300.0,42500.0
C001035,Susan,Collins,sen,ME,,Republican,SenatorCollins,Maine,,,117900.0,62400.0,12400.0,16900.0,5100.0,28100.0,6400.0,55400.0
C001056,John,Cornyn,sen,TX,,Republican,JohnCornyn,Texas,,,2430600.0,1890400.0,43400.0,446700.0,60800.0,1339200.0,65700.0,540200.0
D000563,Richard,Durbin,sen,IL,,Democrat,SenatorDurbin,Illinois,,,654800.0,435500.0,84200.0,178500.0,22600.0,150400.0,41100.0,219500.0
E000285,Michael,Enzi,sen,WY,,Republican,SenatorEnzi,Wyoming,,,49000.0,23500.0,900.0,5800.0,700.0,16000.0,900.0,25600.0
G000359,Lindsey,Graham,sen,SC,,Republican,GrahamBlog,South Carolina,,,458000.0,305300.0,16100.0,75000.0,14100.0,200100.0,16400.0,152800.0
I000024,James,Inhofe,sen,OK,,Republican,InhofePress,Oklahoma,,,395100.0,238100.0,14400.0,57900.0,9600.0,156400.0,12000.0,157000.0
M000355,Mitch,McConnell,sen,KY,,Republican,McConnellPress,Kentucky,,,231400.0,195300.0,14800.0,61800.0,18200.0,100300.0,15900.0,36200.0
M001176,Jeff,Merkley,sen,OR,,Democrat,SenJeffMerkley,Oregon,,,283300.0,203800.0,23900.0,46800.0,8400.0,124700.0,9500.0,79600.0
R000122,John,Reed,sen,RI,,Democrat,SenJackReed,Rhode Island,,,45800.0,35300.0,6200.0,11600.0,3900.0,13700.0,4000.0,10600.0
R000584,James,Risch,sen,ID,,Republican,SenatorRisch,Idaho,,,144700.0,88200.0,5000.0,21100.0,3600.0,58400.0,4100.0,56600.0
R000307,Pat,Roberts,sen,KS,,Republican,SenPatRoberts,Kansas,,,198200.0,135900.0,6200.0,34500.0,6100.0,89000.0,6100.0,62400.0
S001181,Jeanne,Shaheen,sen,NH,,Democrat,SenatorShaheen,New Hampshire,,,45500.0,29900.0,2400.0,13200.0,2300.0,12000.0,2400.0,15600.0
U000039,Tom,Udall,sen,NM,,Democrat,SenatorTomUdall,New Mexico,,,133400.0,117300.0,13100.0,44300.0,4900.0,55100.0,6000.0,16000.0
W000805,Mark,Warner,sen,VA,,Democrat,MarkWarner,Virginia,,,521800.0,329400.0,17500.0,75400.0,13500.0,222900.0,17000.0,192300.0
G000555,Kirsten,Gillibrand,sen,NY,,Democrat,SenGillibrand,New York,,,1139000.0,1001700.0,244600.0,231000.0,51500.0,474500.0,103300.0,137500.0
F000457,Alan,Franken,sen,MN,,Democrat,SenFranken,Minnesota,,,217600.0,137500.0,37100.0,48200.0,9800.0,42400.0,15200.0,79800.0
C001088,Chris,Coons,sen,DE,,Democrat,SenCoonsOffice,Delaware,,,59500.0,37500.0,9800.0,11100.0,1500.0,15100.0,1800.0,22000.0
M001183,Joe,Manchin,sen,WV,,Democrat,Sen_JoeManchin,West Virginia,,,118100.0,83700.0,6400.0,26900.0,9500.0,40800.0,7900.0,34500.0
A000055,Robert,Aderholt,rep,AL,4.0,Republican,Robert_Aderholt,Alabama,Robert B. Aderholt (AL-4),(AL-4),70900.0,46900.0,1000.0,12100.0,2600.0,31200.0,2500.0,24000.0
A000367,Justin,Amash,rep,MI,3.0,Republican,,Michigan,Justin Amash (MI-3),(MI-3),32700.0,25500.0,3700.0,10300.0,2200.0,9200.0,1800.0,7300.0
B001230,Tammy,Baldwin,sen,WI,,Democrat,SenatorBaldwin,Wisconsin,,,394100.0,241300.0,41900.0,62800.0,15400.0,121400.0,23500.0,152500.0
B001269,Lou,Barletta,rep,PA,11.0,Republican,RepLouBarletta,Pennsylvania,Lou Barletta (PA-11),(PA-11),36800.0,21300.0,2100.0,7400.0,3100.0,8800.0,3200.0,15500.0
B000213,Joe,Barton,rep,TX,6.0,Republican,RepJoeBarton,Texas,Joe Barton (TX-6),(TX-6),59900.0,44600.0,1000.0,10400.0,1400.0,31800.0,1200.0,15300.0
B001270,Karen,Bass,rep,CA,37.0,Democrat,RepKarenBass,California,Karen Bass (CA-37),(CA-37),56200.0,40500.0,5500.0,11000.0,2200.0,21800.0,4500.0,15700.0
B001267,Michael,Bennet,sen,CO,,Democrat,SenBennetCo,Colorado,,,240100.0,188500.0,21500.0,61300.0,9300.0,96200.0,11000.0,51600.0
B001257,Gus,Bilirakis,rep,FL,12.0,Republican,RepGusBilirakis,Florida,Gus M. Bilirakis (FL-12),(FL-12),65800.0,42700.0,2600.0,9400.0,1500.0,29200.0,2100.0,23200.0
B001250,Rob,Bishop,rep,UT,1.0,Republican,RepRobBishop,Utah,Rob Bishop (UT-1),(UT-1),39400.0,24700.0,2100.0,6200.0,900.0,15500.0,800.0,14700.0
B000490,Sanford,Bishop,rep,GA,2.0,Democrat,SanfordBishop,Georgia,"Sanford D. Bishop, Jr. (GA-2)",(GA-2),76100.0,63800.0,2700.0,14500.0,2500.0,44100.0,2800.0,12300.0
B001273,Diane,Black,rep,TN,6.0,Republican,RepDianeBlack,Tennessee,Diane Black (TN-6),(TN-6),69000.0,43400.0,4100.0,11100.0,2000.0,26200.0,2500.0,25600.0
B001243,Marsha,Blackburn,rep,TN,7.0,Republican,MarshaBlackburn,Tennessee,Marsha Blackburn (TN-7),(TN-7),62000.0,36500.0,3300.0,9100.0,1700.0,22400.0,2100.0,25500.0
B000574,Earl,Blumenauer,rep,OR,3.0,Democrat,BlumenauerMedia,Oregon,Earl Blumenauer (OR-3),(OR-3),62400.0,43000.0,4900.0,9500.0,1700.0,26900.0,1900.0,19400.0
B001277,Richard,Blumenthal,sen,CT,,Democrat,SenBlumenthal,Connecticut,,,206800.0,120800.0,32400.0,36900.0,4400.0,47000.0,9300.0,86000.0
B000575,Roy,Blunt,sen,MO,,Republican,RoyBlunt,Missouri,,,479600.0,307000.0,14200.0,75400.0,17000.0,200100.0,18400.0,172600.0
B001236,John,Boozman,sen,AR,,Republican,JohnBoozman,Arkansas,,,172400.0,144600.0,4500.0,57900.0,13500.0,68900.0,11000.0,27900.0
B001245,Madeleine,Bordallo,rep,GU,0.0,Democrat,,,,,,,,,,,,
B000755,Kevin,Brady,rep,TX,8.0,Republican,RepKevinBrady,Texas,Kevin Brady (TX-8),(TX-8),54000.0,40800.0,900.0,8900.0,1200.0,29800.0,1100.0,13200.0
B001227,Robert,Brady,rep,PA,1.0,Democrat,RepBrady,Pennsylvania,Robert A. Brady (PA-1),(PA-1),66300.0,45600.0,4500.0,16100.0,6800.0,18200.0,3500.0,20700.0
B001274,Mo,Brooks,rep,AL,5.0,Republican,RepMoBrooks,Alabama,Mo Brooks (AL-5),(AL-5),65700.0,39600.0,800.0,9700.0,2000.0,27100.0,1800.0,26200.0
B001260,Vern,Buchanan,rep,FL,16.0,Republican,VernBuchanan,Florida,Vern Buchanan (FL-16),(FL-16),63700.0,41100.0,2400.0,8600.0,1400.0,28700.0,1900.0,22600.0
B001275,Larry,Bucshon,rep,IN,8.0,Republican,RepLarryBucshon,Indiana,Larry Bucshon (IN-8),(IN-8),27600.0,20900.0,2400.0,8200.0,1500.0,8800.0,2200.0,6700.0
B001248,Michael,Burgess,rep,TX,26.0,Republican,MichaelCBurgess,Texas,Michael C. Burgess (TX-26),(TX-26),44800.0,28000.0,700.0,6700.0,900.0,19700.0,900.0,16800.0
B001135,Richard,Burr,sen,NC,,Republican,SenatorBurr,North Carolina,,,1348300.0,638900.0,29900.0,148900.0,29900.0,429700.0,32500.0,709500.0
B001251,George,Butterfield,rep,NC,1.0,Democrat,GKButterfield,North Carolina,G. K. Butterfield (NC-1),(NC-1),104500.0,57900.0,2700.0,13600.0,2700.0,38800.0,3500.0,46600.0
C000059,Ken,Calvert,rep,CA,42.0,Republican,KenCalvert,California,Ken Calvert (CA-42),(CA-42),39300.0,25700.0,3900.0,7700.0,1500.0,12500.0,2800.0,13700.0
C001047,Shelley,Capito,sen,WV,,Republican,SenCapito,West Virginia,,,118100.0,83700.0,6400.0,26900.0,9500.0,40800.0,7900.0,34500.0
C001037,Michael,Capuano,rep,MA,7.0,Democrat,RepMikeCapuano,Massachusetts,Michael E. Capuano (MA-7),(MA-7),49000.0,46200.0,10700.0,10900.0,6800.0,17800.0,5300.0,2800.0
C001072,André,Carson,rep,IN,7.0,Democrat,RepAndreCarson,Indiana,André Carson (IN-7),(IN-7),46900.0,39600.0,4900.0,16600.0,3000.0,15100.0,2000.0,7300.0
C001051,John,Carter,rep,TX,31.0,Republican,JudgeCarter,Texas,John R. Carter (TX-31),(TX-31),43400.0,29700.0,800.0,8300.0,1100.0,19600.0,1400.0,13700.0
C001075,Bill,Cassidy,sen,LA,,Republican,,Louisiana,,,343000.0,188800.0,32900.0,69700.0,17100.0,69000.0,23600.0,154200.0
C001066,Kathy,Castor,rep,FL,14.0,Democrat,USRepKCastor,Florida,Kathy Castor (FL-14),(FL-14),71200.0,48900.0,3100.0,11100.0,1800.0,33000.0,1700.0,22300.0
C000266,Steve,Chabot,rep,OH,1.0,Republican,RepSteveChabot,Ohio,Steve Chabot (OH-1),(OH-1),30600.0,25500.0,4600.0,8700.0,1700.0,10500.0,1700.0,5100.0
C001076,Jason,Chaffetz,rep,UT,3.0,Republican,JasonInTheHouse,Utah,Jason Chaffetz (UT-3),(UT-3),45600.0,27400.0,2100.0,6100.0,900.0,18200.0,900.0,18200.0
C001080,Judy,Chu,rep,CA,27.0,Democrat,RepJudyChu,California,Judy Chu (CA-27),(CA-27),39900.0,24300.0,3400.0,6700.0,1300.0,12800.0,6000.0,15600.0
C001084,David,Cicilline,rep,RI,1.0,Democrat,RepCicilline,Rhode Island,David N. Cicilline (RI-1),(RI-1),25700.0,20400.0,3400.0,6300.0,2100.0,8700.0,2200.0,5300.0
C001067,Yvette,Clarke,rep,NY,9.0,Democrat,RepYvetteClarke,New York,Yvette D. Clarke (NY-9),(NY-9),59600.0,52300.0,12400.0,11700.0,2600.0,25600.0,5800.0,7200.0
C001049,Wm.,Clay,rep,MO,1.0,Democrat,,Missouri,Wm. Lacy Clay (MO-1),(MO-1),74900.0,49100.0,2500.0,13300.0,3000.0,30200.0,2400.0,25800.0
C001061,Emanuel,Cleaver,rep,MO,5.0,Democrat,RepCleaver,Missouri,Emanuel Cleaver (MO-5),(MO-5),71100.0,49000.0,2000.0,10600.0,2400.0,34000.0,2300.0,22100.0
C000537,James,Clyburn,rep,SC,6.0,Democrat,Clyburn,South Carolina,James E. Clyburn (SC-6),(SC-6),78900.0,57500.0,3100.0,14400.0,2700.0,37300.0,3300.0,21400.0
C001077,Mike,Coffman,rep,CO,6.0,Republican,RepMikeCoffman,Colorado,Mike Coffman (CO-6),(CO-6),33400.0,26700.0,2800.0,7900.0,1200.0,14800.0,1200.0,6700.0
C001068,Steve,Cohen,rep,TN,9.0,Democrat,RepCohen,Tennessee,Steve Cohen (TN-9),(TN-9),92900.0,65900.0,5800.0,15900.0,2900.0,41300.0,2200.0,27000.0
C001053,Tom,Cole,rep,OK,4.0,Republican,TomColeOK04,Oklahoma,Tom Cole (OK-4),(OK-4),71900.0,41400.0,2600.0,10400.0,1700.0,26700.0,2000.0,30500.0
C001062,K.,Conaway,rep,TX,11.0,Republican,ConawayTX11,Texas,K. Michael Conaway (TX-11),(TX-11),53000.0,42200.0,1100.0,11200.0,1500.0,28400.0,2000.0,10800.0
C001078,Gerald,Connolly,rep,VA,11.0,Democrat,GerryConnolly,Virginia,Gerald E. Connolly (VA-11),(VA-11),41300.0,18500.0,1000.0,4400.0,800.0,12200.0,1100.0,22800.0
C000714,John,Conyers,rep,MI,13.0,Democrat,RepJohnConyers,Michigan,"John Conyers, Jr. (MI-13)",(MI-13),54400.0,48600.0,6700.0,18800.0,4100.0,19000.0,3700.0,5800.0
C000754,Jim,Cooper,rep,TN,5.0,Democrat,RepJimCooper,Tennessee,Jim Cooper (TN-5),(TN-5),79600.0,44800.0,3800.0,10500.0,1900.0,28600.0,1700.0,34700.0
C001059,Jim,Costa,rep,CA,16.0,Democrat,RepJimCosta,California,Jim Costa (CA-16),(CA-16),68900.0,57100.0,10600.0,21000.0,4200.0,21300.0,3800.0,11800.0
C001069,Joe,Courtney,rep,CT,2.0,Democrat,RepJoeCourtney,Connecticut,Joe Courtney (CT-2),(CT-2),37300.0,20100.0,5900.0,6800.0,800.0,6600.0,1800.0,17200.0
C000880,Michael,Crapo,sen,ID,,Republican,MikeCrapo,Idaho,,,144700.0,88200.0,5000.0,21100.0,3600.0,58400.0,4100.0,56600.0
C001087,Eric,Crawford,rep,AR,1.0,Republican,RepRickCrawford,Arkansas,"Eric A. ""Rick"" Crawford (AR-1)",(AR-1),47300.0,40700.0,1300.0,16700.0,3900.0,18800.0,3600.0,6600.0
C001038,Joseph,Crowley,rep,NY,14.0,Democrat,RepJoeCrowley,New York,Joseph Crowley (NY-14),(NY-14),73500.0,66000.0,11800.0,11200.0,2500.0,40400.0,4800.0,7500.0
C001063,Henry,Cuellar,rep,TX,28.0,Democrat,RepCuellar,Texas,Henry Cuellar (TX-28),(TX-28),96100.0,80100.0,1700.0,17400.0,2400.0,58600.0,3100.0,16000.0
C001048,John,Culberson,rep,TX,7.0,Republican,CongCulberson,Texas,John Abney Culberson (TX-7),(TX-7),58800.0,41900.0,900.0,9000.0,1200.0,30800.0,1100.0,16900.0
C000984,Elijah,Cummings,rep,MD,7.0,Democrat,RepCummings,Maryland,Elijah E. Cummings (MD-7),(MD-7),36300.0,29200.0,7300.0,11700.0,1900.0,8200.0,2200.0,7200.0
D000096,Danny,Davis,rep,IL,7.0,Democrat,RepDannyDavis,Illinois,Danny K. Davis (IL-7),(IL-7),49700.0,36900.0,6700.0,14200.0,1800.0,14200.0,3600.0,12800.0
D000598,Susan,Davis,rep,CA,53.0,Democrat,RepSusanDavis,California,Susan A. Davis (CA-53),(CA-53),41900.0,25600.0,3700.0,7400.0,1500.0,13000.0,3000.0,16300.0
D000191,Peter,DeFazio,rep,OR,4.0,Democrat,RepPeterDeFazio,Oregon,Peter A. DeFazio (OR-4),(OR-4),55800.0,42100.0,5100.0,10100.0,1800.0,25100.0,2400.0,13800.0
D000197,Diana,DeGette,rep,CO,1.0,Democrat,RepDianaDeGette,Colorado,Diana DeGette (CO-1),(CO-1),42900.0,34900.0,4200.0,12100.0,1800.0,16800.0,1700.0,8000.0
D000216,Rosa,DeLauro,rep,CT,3.0,Democrat,RosaDeLauro,Connecticut,Rosa L. DeLauro (CT-3),(CT-3),40900.0,23700.0,6800.0,7700.0,900.0,8200.0,2000.0,17200.0
D000612,Jeff,Denham,rep,CA,10.0,Republican,RepJeffDenham,California,Jeff Denham (CA-10),(CA-10),48500.0,35700.0,6200.0,12200.0,2400.0,15000.0,3200.0,12800.0
D000604,Charles,Dent,rep,PA,15.0,Republican,RepCharlieDent,Pennsylvania,Charles W. Dent (PA-15),(PA-15),39000.0,21400.0,2000.0,7200.0,3000.0,9100.0,2500.0,17600.0
D000616,Scott,DesJarlais,rep,TN,4.0,Republican,DesJarlaisTN04,Tennessee,Scott DesJarlais (TN-4),(TN-4),65700.0,42000.0,3600.0,10000.0,1800.0,26500.0,2200.0,23700.0
D000610,Theodore,Deutch,rep,FL,22.0,Democrat,RepTedDeutch,Florida,Theodore E. Deutch (FL-22),(FL-22),87300.0,43600.0,2600.0,9200.0,1500.0,30400.0,2000.0,43700.0
D000600,Mario,Diaz-Balart,rep,FL,25.0,Republican,MarioDB,Florida,Mario Diaz-Balart (FL-25),(FL-25),98600.0,54200.0,3000.0,10800.0,1700.0,38700.0,3800.0,44400.0
D000399,Lloyd,Doggett,rep,TX,35.0,Democrat,RepLloydDoggett,Texas,Lloyd Doggett (TX-35),(TX-35),89600.0,72400.0,1800.0,18100.0,2500.0,50000.0,2200.0,17200.0
D000607,Joe,Donnelly,sen,IN,,Democrat,SenDonnelly,Indiana,,,270400.0,210200.0,24800.0,83700.0,14900.0,86500.0,16700.0,60500.0
D000482,Michael,Doyle,rep,PA,14.0,Democrat,USRepMikeDoyle,Pennsylvania,Michael F. Doyle (PA-14),(PA-14),43300.0,26600.0,2700.0,9800.0,4100.0,10000.0,4300.0,16700.0
D000614,Sean,Duffy,rep,WI,7.0,Republican,RepSeanDuffy,Wisconsin,Sean P. Duffy (WI-7),(WI-7),55500.0,31000.0,5800.0,8600.0,2100.0,14500.0,3500.0,24500.0
D000615,Jeff,Duncan,rep,SC,3.0,Republican,RepJeffDuncan,South Carolina,Jeff Duncan (SC-3),(SC-3),60400.0,41500.0,2200.0,10400.0,2000.0,26900.0,2200.0,18900.0
D000533,John,Duncan,rep,TN,2.0,Republican,RepJohnDuncanJr,Tennessee,"John J. Duncan, Jr. (TN-2)",(TN-2),63800.0,36600.0,3300.0,9000.0,1600.0,22700.0,2000.0,27200.0
E000288,Keith,Ellison,rep,MN,5.0,Democrat,KeithEllison,Minnesota,Keith Ellison (MN-5),(MN-5),35700.0,26000.0,6500.0,8400.0,1700.0,9500.0,2100.0,9700.0
E000179,Eliot,Engel,rep,NY,16.0,Democrat,RepEliotEngel,New York,Eliot L. Engel (NY-16),(NY-16),37500.0,32600.0,8100.0,7600.0,1700.0,15100.0,3800.0,5000.0
E000215,Anna,Eshoo,rep,CA,18.0,Democrat,RepAnnaEshoo,California,Anna G. Eshoo (CA-18),(CA-18),25900.0,12700.0,1900.0,3800.0,800.0,6200.0,2700.0,13100.0
F000460,Blake,Farenthold,rep,TX,27.0,Republican,Farenthold,Texas,Blake Farenthold (TX-27),(TX-27),59000.0,47800.0,1200.0,12300.0,1700.0,32600.0,2300.0,11200.0
F000444,Jeff,Flake,sen,AZ,,Republican,JeffFlake,Arizona,,,461000.0,246200.0,51600.0,87800.0,12600.0,94300.0,18100.0,215100.0
F000459,Charles,Fleischmann,rep,TN,3.0,Republican,RepChuck,Tennessee,"Charles J. ""Chuck"" Fleischmann (TN-3)",(TN-3),68500.0,43400.0,4300.0,11900.0,2200.0,25000.0,2600.0,25100.0
F000461,Bill,Flores,rep,TX,17.0,Republican,RepBillFlores,Texas,Bill Flores (TX-17),(TX-17),54900.0,43400.0,1000.0,10400.0,1400.0,30500.0,1500.0,11500.0
F000449,Jeff,Fortenberry,rep,NE,1.0,Republican,JeffFortenberry,Nebraska,Jeff Fortenberry (NE-1),(NE-1),54900.0,26800.0,1600.0,6500.0,1200.0,17600.0,1600.0,28100.0
F000450,Virginia,Foxx,rep,NC,5.0,Republican,VirginiaFoxx,North Carolina,Virginia Foxx (NC-5),(NC-5),105500.0,53000.0,2300.0,11400.0,2300.0,37000.0,2700.0,52400.0
F000448,Trent,Franks,rep,AZ,8.0,Republican,RepTrentFranks,Arizona,Trent Franks (AZ-8),(AZ-8),41700.0,16900.0,3700.0,6400.0,900.0,5800.0,2000.0,24900.0
F000372,Rodney,Frelinghuysen,rep,NJ,11.0,Republican,USRepRodney,New Jersey,Rodney P. Frelinghuysen (NJ-11),(NJ-11),20500.0,8500.0,700.0,3000.0,600.0,4200.0,1900.0,12100.0
F000455,Marcia,Fudge,rep,OH,11.0,Democrat,RepMarciaFudge,Ohio,Marcia L. Fudge (OH-11),(OH-11),42400.0,37700.0,7500.0,14100.0,2800.0,13400.0,3400.0,4600.0
G000559,John,Garamendi,rep,CA,3.0,Democrat,RepGaramendi,California,John Garamendi (CA-3),(CA-3),40900.0,29400.0,5300.0,10400.0,2100.0,11700.0,2600.0,11400.0
G000562,Cory,Gardner,sen,CO,,Republican,SenCoryGardner,Colorado,,,240100.0,188500.0,21500.0,61300.0,9300.0,96200.0,11000.0,51600.0
G000563,Bob,Gibbs,rep,OH,7.0,Republican,RepBobGibbs,Ohio,Bob Gibbs (OH-7),(OH-7),26000.0,21400.0,4000.0,7500.0,1500.0,8400.0,1900.0,4500.0
G000552,Louie,Gohmert,rep,TX,1.0,Republican,RepLouieGohmert,Texas,Louie Gohmert (TX-1),(TX-1),60800.0,49400.0,1200.0,12300.0,1700.0,34300.0,1600.0,11400.0
G000289,Bob,Goodlatte,rep,VA,6.0,Republican,RepGoodlatte,Virginia,Bob Goodlatte (VA-6),(VA-6),52500.0,36800.0,1800.0,8000.0,1400.0,25500.0,1600.0,15700.0
G000565,Paul,Gosar,rep,AZ,4.0,Republican,RepGosar,Arizona,Paul A. Gosar (AZ-4),(AZ-4),48600.0,23900.0,5200.0,8800.0,1300.0,8700.0,2600.0,24800.0
G000566,Trey,Gowdy,rep,SC,4.0,Republican,TGowdySC,South Carolina,Trey Gowdy (SC-4),(SC-4),66900.0,43700.0,2100.0,9900.0,1900.0,29800.0,1800.0,23200.0
G000377,Kay,Granger,rep,TX,12.0,Republican,RepKayGranger,Texas,Kay Granger (TX-12),(TX-12),53900.0,38300.0,900.0,9700.0,1300.0,26200.0,1400.0,15700.0
G000386,Charles,Grassley,sen,IA,,Republican,ChuckGrassley,Iowa,,,127900.0,93700.0,17900.0,35000.0,7200.0,33700.0,7900.0,34300.0
G000546,Sam,Graves,rep,MO,6.0,Republican,RepSamGraves,Missouri,Sam Graves (MO-6),(MO-6),50800.0,31400.0,1500.0,8000.0,1800.0,20000.0,2100.0,19400.0
G000560,Tom,Graves,rep,GA,14.0,Republican,RepTomGraves,Georgia,Tom Graves (GA-14),(GA-14),68900.0,54900.0,2200.0,11800.0,2000.0,38900.0,2200.0,13900.0
G000553,Al,Green,rep,TX,9.0,Democrat,RepAlGreen,Texas,Al Green (TX-9),(TX-9),89900.0,71600.0,1800.0,18600.0,2500.0,48600.0,2000.0,18300.0
G000410,Gene,Green,rep,TX,29.0,Democrat,RepGeneGreen,Texas,Gene Green (TX-29),(TX-29),112200.0,95300.0,2100.0,21900.0,3000.0,68300.0,2000.0,16900.0
G000568,H.,Griffith,rep,VA,9.0,Republican,RepMGriffith,Virginia,H. Morgan Griffith (VA-9),(VA-9),59300.0,45800.0,2400.0,10200.0,1800.0,31400.0,2400.0,13500.0
G000551,Raúl,Grijalva,rep,AZ,3.0,Democrat,RepraulGrijalva,Arizona,Raúl M. Grijalva (AZ-3),(AZ-3),59200.0,35500.0,7800.0,13400.0,1900.0,12400.0,2300.0,23700.0
G000558,Brett,Guthrie,rep,KY,2.0,Republican,RepGuthrie,Kentucky,Brett Guthrie (KY-2),(KY-2),34700.0,28600.0,2200.0,9100.0,2700.0,14500.0,2500.0,6100.0
G000535,Luis,Gutiérrez,rep,IL,4.0,Democrat,RepGutierrez,Illinois,Luis V. Gutiérrez (IL-4),(IL-4),59000.0,46300.0,7800.0,16500.0,2100.0,19900.0,2100.0,12800.0
