id,first_name,last_name,type,state,district,party,twitter_handle,state_name,rep_name,district_name,total_loss,nonelderly_subtotal,medicaid_adults,medicaid_children,medicaid_disabled,medicid_expansion,medicaid_elderly,indiv_market
S001195,Jason,Smith,rep,MO,8.0,Republican,RepJasonSmith,Missouri,Jason Smith (MO-8),(MO-8),62900.0,45300.0,2500.0,13400.0,3000.0,26300.0,4000.0,17700.0
B001288,Cory,Booker,sen,NJ,,Democrat,senbookeroffice,New Jersey,,,418300.0,267800.0,22700.0,102900.0,20600.0,121500.0,26000.0,150200.0
C001101,Katherine,Clark,rep,MA,5.0,Democrat,RepKClark,Massachusetts,Katherine M. Clark (MA-5),(MA-5),22500.0,19600.0,4300.0,4400.0,2700.0,8300.0,3600.0,2800.0
B001289,Bradley,Byrne,rep,AL,1.0,Republican,RepByrne,Alabama,Bradley Byrne (AL-1),(AL-1),76900.0,46800.0,1000.0,12400.0,2600.0,30800.0,2100.0,30100.0
B001290,David,Brat,rep,VA,7.0,Republican,RepDaveBrat,Virginia,Dave Brat (VA-7),(VA-7),45300.0,26200.0,1500.0,6400.0,1100.0,17100.0,1400.0,19100.0
N000188,Donald,Norcross,rep,NJ,1.0,Democrat,DonaldNorcross,New Jersey,Donald Norcross (NJ-1),(NJ-1),35700.0,24000.0,2400.0,10900.0,2200.0,8500.0,2300.0,11600.0
A000370,Alma,Adams,rep,NC,12.0,Democrat,RepAdams,North Carolina,Alma S. Adams (NC-12),(NC-12),117900.0,44500.0,2100.0,10400.0,2100.0,29900.0,1700.0,73400.0
P000609,Gary,Palmer,rep,AL,6.0,Republican,USRepGaryPalmer,Alabama,Gary J. Palmer (AL-6),(AL-6),54000.0,29400.0,600.0,7700.0,1600.0,19400.0,1300.0,24500.0
H001072,French,Hill,rep,AR,2.0,Republican,RepFrenchHill,Arkansas,J. French Hill (AR-2),(AR-2),37500.0,30500.0,1000.0,12800.0,3000.0,13800.0,2200.0,7000.0
W000821,Bruce,Westerman,rep,AR,4.0,Republican,RepWesterman,Arkansas,Bruce Westerman (AR-4),(AR-4),45000.0,38600.0,1200.0,15500.0,3600.0,18400.0,3200.0,6400.0
M001197,Martha,McSally,rep,AZ,2.0,Republican,RepMcSally,Arizona,Martha McSally (AZ-2),(AZ-2),45100.0,22300.0,4700.0,8000.0,1200.0,8400.0,2000.0,22800.0
G000574,Ruben,Gallego,rep,AZ,7.0,Democrat,RepRubenGallego,Arizona,Ruben Gallego (AZ-7),(AZ-7),82800.0,57900.0,11100.0,18800.0,2700.0,25300.0,1700.0,24900.0
D000623,Mark,DeSaulnier,rep,CA,11.0,Democrat,RepDeSaulnier,California,Mark DeSaulnier (CA-11),(CA-11),38600.0,25400.0,4100.0,8200.0,1600.0,11400.0,3000.0,13200.0
K000387,Steve,Knight,rep,CA,25.0,Republican,SteveKnight25,California,Stephen Knight (CA-25),(CA-25),42800.0,27100.0,4600.0,9100.0,1800.0,11600.0,2300.0,15700.0
A000371,Pete,Aguilar,rep,CA,31.0,Democrat,reppeteaguilar,California,Pete Aguilar (CA-31),(CA-31),53200.0,40500.0,6500.0,12800.0,2600.0,18700.0,3400.0,12700.0
L000582,Ted,Lieu,rep,CA,33.0,Democrat,RepTedLieu,California,Ted Lieu (CA-33),(CA-33),26600.0,10900.0,1400.0,2800.0,600.0,6200.0,2700.0,15700.0
T000474,Norma,Torres,rep,CA,35.0,Democrat,NormaJTorres,California,Norma J. Torres (CA-35),(CA-35),56100.0,42800.0,6900.0,13600.0,2700.0,19500.0,3100.0,13300.0
W000820,Mimi,Walters,rep,CA,45.0,Republican,RepMimiWalters,California,Mimi Walters (CA-45),(CA-45),28600.0,12200.0,1900.0,3800.0,800.0,5800.0,2900.0,16400.0
B001297,Ken,Buck,rep,CO,4.0,Republican,RepKenBuck,Colorado,Ken Buck (CO-4),(CO-4),31500.0,24600.0,3000.0,8500.0,1300.0,11700.0,1600.0,6900.0
C001107,Carlos,Curbelo,rep,FL,26.0,Republican,RepCurbelo,Florida,Carlos Curbelo (FL-26),(FL-26),104700.0,55400.0,3000.0,11000.0,1800.0,39600.0,4400.0,49400.0
C001103,Buddy,Carter,rep,GA,1.0,Republican,RepBuddyCarter,Georgia,"Earl L. ""Buddy"" Carter (GA-1)",(GA-1),64800.0,47200.0,1900.0,10600.0,1800.0,32800.0,1700.0,17500.0
H001071,Jody,Hice,rep,GA,10.0,Republican,congressmanhice,Georgia,Jody B. Hice (GA-10),(GA-10),59200.0,43200.0,1700.0,9400.0,1600.0,30500.0,2000.0,16000.0
L000583,Barry,Loudermilk,rep,GA,11.0,Republican,RepLoudermilk,Georgia,Barry Loudermilk (GA-11),(GA-11),64900.0,43900.0,1300.0,7400.0,1300.0,33900.0,900.0,21000.0
A000372,Rick,Allen,rep,GA,12.0,Republican,reprickallen,Georgia,Rick W. Allen (GA-12),(GA-12),72900.0,57500.0,2400.0,13200.0,2300.0,39600.0,2000.0,15400.0
B001294,Rod,Blum,rep,IA,1.0,Republican,RepRodBlum,Iowa,Rod Blum (IA-1),(IA-1),30100.0,21800.0,4300.0,8400.0,1700.0,7400.0,2000.0,8300.0
Y000066,David,Young,rep,IA,3.0,Republican,RepDavidYoung,Iowa,David Young (IA-3),(IA-3),33500.0,23900.0,4700.0,9200.0,1900.0,8200.0,1900.0,9600.0
B001295,Mike,Bost,rep,IL,12.0,Republican,RepBost,Illinois,Mike Bost (IL-12),(IL-12),35500.0,26000.0,5200.0,11100.0,1400.0,8400.0,2500.0,9500.0
A000374,Ralph,Abraham,rep,LA,5.0,Republican,RepAbraham,Louisiana,Ralph Lee Abraham (LA-5),(LA-5),58500.0,35100.0,5900.0,12600.0,3100.0,13400.0,4600.0,23400.0
G000577,Garret,Graves,rep,LA,6.0,Republican,RepGarretGraves,Louisiana,Garret Graves (LA-6),(LA-6),48000.0,23800.0,4200.0,8800.0,2200.0,8600.0,2400.0,24200.0
M001196,Seth,Moulton,rep,MA,6.0,Democrat,teammoulton,Massachusetts,Seth Moulton (MA-6),(MA-6),26300.0,23500.0,5800.0,5900.0,3700.0,8100.0,4000.0,2800.0
P000611,Bruce,Poliquin,rep,ME,2.0,Republican,RepPoliquin,Maine,Bruce Poliquin (ME-2),(ME-2),62000.0,35400.0,7300.0,9900.0,3000.0,15200.0,3900.0,26500.0
M001194,John,Moolenaar,rep,MI,4.0,Republican,RepMoolenaar,Michigan,John R. Moolenaar (MI-4),(MI-4),34000.0,27100.0,3700.0,10400.0,2300.0,10800.0,2400.0,6900.0
B001293,Mike,Bishop,rep,MI,8.0,Republican,RepMikeBishop,Michigan,Mike Bishop (MI-8),(MI-8),26500.0,18000.0,2700.0,7600.0,1600.0,6000.0,1500.0,8500.0
T000475,Dave,Trott,rep,MI,11.0,Republican,repdavetrott,Michigan,David A. Trott (MI-11),(MI-11),20300.0,11700.0,1500.0,4300.0,900.0,4900.0,1700.0,8600.0
D000624,Debbie,Dingell,rep,MI,12.0,Democrat,RepDebDingell,Michigan,Debbie Dingell (MI-12),(MI-12),31500.0,24600.0,3600.0,10100.0,2200.0,8600.0,1800.0,6900.0
L000581,Brenda,Lawrence,rep,MI,14.0,Democrat,RepLawrence,Michigan,Brenda L. Lawrence (MI-14),(MI-14),47900.0,40300.0,5400.0,15000.0,3300.0,16600.0,3000.0,7700.0
E000294,Tom,Emmer,rep,MN,6.0,Republican,RepTomEmmer,Minnesota,Tom Emmer (MN-6),(MN-6),22500.0,12800.0,3700.0,4800.0,1000.0,3400.0,1400.0,9700.0
R000603,David,Rouzer,rep,NC,7.0,Republican,RepDavidRouzer,North Carolina,David Rouzer (NC-7),(NC-7),109600.0,55300.0,2600.0,12900.0,2600.0,37100.0,2800.0,54400.0
M001193,Tom,MacArthur,rep,NJ,3.0,Republican,RepTomMacArthur,New Jersey,Thomas MacArthur (NJ-3),(NJ-3),24900.0,13400.0,1300.0,6000.0,1200.0,4800.0,1700.0,11500.0
W000822,Bonnie,Watson Coleman,rep,NJ,12.0,Democrat,RepBonnie,New Jersey,Bonnie Watson Coleman (NJ-12),(NJ-12),32000.0,20200.0,1500.0,6900.0,1400.0,10300.0,2000.0,11800.0
Z000017,Lee,Zeldin,rep,NY,1.0,Republican,RepLeeZeldin,New York,Lee M. Zeldin (NY-1),(NY-1),24000.0,18700.0,4400.0,4100.0,900.0,9300.0,2000.0,5300.0
R000602,Kathleen,Rice,rep,NY,4.0,Democrat,RepKathleenRice,New York,Kathleen M. Rice (NY-4),(NY-4),26800.0,21700.0,4500.0,4300.0,1000.0,12000.0,2900.0,5100.0
S001196,Elise,Stefanik,rep,NY,21.0,Republican,RepStefanik,New York,Elise M. Stefanik (NY-21),(NY-21),34300.0,31000.0,8100.0,7600.0,1700.0,13600.0,2500.0,3300.0
K000386,John,Katko,rep,NY,24.0,Republican,RepJohnKatko,New York,John Katko (NY-24),(NY-24),33700.0,30700.0,7700.0,7300.0,1600.0,14000.0,2200.0,3100.0
R000604,Steve,Russell,rep,OK,5.0,Republican,RepRussell,Oklahoma,Steve Russell (OK-5),(OK-5),91700.0,55100.0,3100.0,12500.0,2100.0,37500.0,2300.0,36600.0
C001106,Ryan,Costello,rep,PA,6.0,Republican,RepRyanCostello,Pennsylvania,Ryan A. Costello (PA-6),(PA-6),34000.0,13400.0,1400.0,5000.0,2100.0,5000.0,2200.0,20500.0
B001296,Brendan,Boyle,rep,PA,13.0,Democrat,CongBoyle,Pennsylvania,Brendan F. Boyle (PA-13),(PA-13),48500.0,26400.0,2500.0,8900.0,3700.0,11200.0,3600.0,22100.0
R000601,John,Ratcliffe,rep,TX,4.0,Republican,RepRatcliffe,Texas,John Ratcliffe (TX-4),(TX-4),57900.0,46600.0,1100.0,11100.0,1500.0,32900.0,2000.0,11300.0
H001073,Will,Hurd,rep,TX,23.0,Republican,hurdonthehill,Texas,Will Hurd (TX-23),(TX-23),74600.0,58900.0,1400.0,14500.0,2000.0,41000.0,3000.0,15700.0
B001291,Brian,Babin,rep,TX,36.0,Republican,RepBrianBabin,Texas,Brian Babin (TX-36),(TX-36),58500.0,45100.0,1000.0,10700.0,1500.0,31800.0,1600.0,13400.0
L000584,Mia,Love,rep,UT,4.0,Republican,repmialove,Utah,Mia B. Love (UT-4),(UT-4),50000.0,33100.0,2300.0,6900.0,1000.0,22900.0,900.0,16900.0
B001292,Donald,Beyer,rep,VA,8.0,Democrat,repdonbeyer,Virginia,"Donald S. Beyer, Jr. (VA-8)",(VA-8),39400.0,18800.0,900.0,3800.0,700.0,13500.0,1100.0,20600.0
C001105,Barbara,Comstock,rep,VA,10.0,Republican,RepComstock,Virginia,Barbara Comstock (VA-10),(VA-10),38600.0,18400.0,1000.0,4300.0,800.0,12400.0,1100.0,20200.0
P000610,Stacey,Plaskett,rep,VI,0.0,Democrat,staceyplaskett,,,,,,,,,,,
N000189,Dan,Newhouse,rep,WA,4.0,Republican,RepNewhouse,Washington,Dan Newhouse (WA-4),(WA-4),43700.0,41300.0,2500.0,14800.0,2400.0,21600.0,1900.0,2500.0
G000576,Glenn,Grothman,rep,WI,6.0,Republican,RepGrothman,Wisconsin,Glenn Grothman (WI-6),(WI-6),40600.0,22500.0,4200.0,6300.0,1600.0,10400.0,2800.0,18100.0
M001195,Alex,Mooney,rep,WV,2.0,Republican,RepAlexMooney,West Virginia,Alexander X. Mooney (WV-2),(WV-2),38300.0,26100.0,2000.0,8200.0,2900.0,13000.0,2400.0,12300.0
J000297,Evan,Jenkins,rep,WV,3.0,Republican,RepEvanJenkins,West Virginia,Evan H. Jenkins (WV-3),(WV-3),43700.0,33100.0,2600.0,11100.0,3900.0,15500.0,3200.0,10600.0
R000600,Aumua,Amata,rep,AS,0.0,Republican,RepAmata,,,,,,,,,,,
S001198,Dan,Sullivan,sen,AK,,Republican,SenDanSullivan,Alaska,,,64500.0,17200.0,3600.0,8900.0,1400.0,3300.0,2000.0,47300.0
P000612,David,Perdue,sen,GA,,Republican,sendavidperdue,Georgia,,,963200.0,701600.0,27300.0,149200.0,25500.0,499500.0,24300.0,261400.0
E000295,Joni,Ernst,sen,IA,,Republican,SenJoniErnst,Iowa,,,127900.0,93700.0,17900.0,35000.0,7200.0,33700.0,7900.0,34300.0
T000476,Thom,Tillis,sen,NC,,Republican,senthomtillis,North Carolina,,,1348300.0,638900.0,29900.0,148900.0,29900.0,429700.0,32500.0,709500.0
R000605,Mike,Rounds,sen,SD,,Republican,SenatorRounds,South Dakota,,,63700.0,39500.0,2500.0,10900.0,1600.0,24500.0,1800.0,24300.0
W000819,Mark,Walker,rep,NC,6.0,Republican,RepMarkWalker,North Carolina,Mark Walker (NC-6),(NC-6),102200.0,51700.0,2400.0,12000.0,2400.0,34900.0,2600.0,50500.0
S001197,Benjamin,Sasse,sen,NE,,Republican,SenSasse,Nebraska,,,173100.0,81200.0,4800.0,20000.0,3700.0,52800.0,4400.0,91900.0
D000625,Daniel,Donovan,rep,NY,11.0,Republican,RepDanDonovan,New York,"Daniel M. Donovan, Jr. (NY-11)",(NY-11),39800.0,34700.0,9200.0,8700.0,1900.0,14900.0,4200.0,5100.0
K000388,Trent,Kelly,rep,MS,1.0,Republican,reptrentkelly,Mississippi,Trent Kelly (MS-1),(MS-1),65500.0,56200.0,2300.0,13900.0,3200.0,36700.0,2900.0,9300.0
L000585,Darin,LaHood,rep,IL,18.0,Republican,RepLaHood,Illinois,Darin LaHood (IL-18),(IL-18),25300.0,15800.0,3500.0,7400.0,900.0,4000.0,1900.0,9400.0
D000626,Warren,Davidson,rep,OH,8.0,Republican,WarrenDavidson,Ohio,Warren Davidson (OH-8),(OH-8),26800.0,22400.0,4300.0,8200.0,1600.0,8300.0,1900.0,4500.0
H001050,Colleen,Hanabusa,rep,HI,1.0,Democrat,RepHanabusa,Hawaii,Colleen Hanabusa (HI-1),(HI-1),23000.0,20000.0,4200.0,5400.0,1200.0,9200.0,3100.0,3000.0
C001108,James,Comer,rep,KY,1.0,Republican,,Kentucky,James Comer (KY-1),(KY-1),40600.0,34700.0,2500.0,10400.0,3100.0,18700.0,3100.0,5900.0
E000296,Dwight,Evans,rep,PA,2.0,Democrat,RepDwightEvans,Pennsylvania,Dwight Evans (PA-2),(PA-2),58200.0,37800.0,4000.0,14200.0,5900.0,13700.0,5100.0,20400.0
H001075,Kamala,Harris,sen,CA,,Democrat,SenKamalaHarris,California,,,2483000.0,1714800.0,271000.0,536200.0,107300.0,800900.0,187600.0,767900.0
K000393,John,Kennedy,sen,LA,,Republican,SenJohnKennedy,Louisiana,,,343000.0,188800.0,32900.0,69700.0,17100.0,69000.0,23600.0,154200.0
H001076,Margaret,Hassan,sen,NH,,Democrat,Senatorhassan,New Hampshire,,,45500.0,29900.0,2400.0,13200.0,2300.0,12000.0,2400.0,15600.0
C001113,Catherine,Cortez Masto,sen,NV,,Democrat,sencortezmasto,Nevada,,,122500.0,87300.0,7900.0,29800.0,3500.0,46100.0,3900.0,35500.0
S001190,Bradley,Schneider,rep,IL,10.0,Democrat,repschneider,Illinois,Bradley Scott Schneider (IL-10),(IL-10),32700.0,18800.0,3700.0,7800.0,1000.0,6400.0,1700.0,13900.0
S001170,Carol,Shea-Porter,rep,NH,1.0,Democrat,repsheaporter,New Hampshire,Carol Shea-Porter (NH-1),(NH-1),22800.0,14600.0,1200.0,6400.0,1100.0,5900.0,1100.0,8200.0
O000171,Tom,O’Halleran,rep,AZ,1.0,Democrat,repohalleran,Arizona,Tom O'Halleran (AZ-1),(AZ-1),49900.0,30700.0,7100.0,12100.0,1700.0,9700.0,2600.0,19300.0
B001302,Andy,Biggs,rep,AZ,5.0,Republican,RepAndyBiggsAZ,Arizona,Andy Biggs (AZ-5),(AZ-5),39500.0,14600.0,3200.0,5400.0,800.0,5300.0,1500.0,24900.0
K000389,Ro,Khanna,rep,CA,17.0,Democrat,RepRoKhanna,California,Ro Khanna (CA-17),(CA-17),27600.0,14000.0,2600.0,5100.0,1000.0,5400.0,4200.0,13600.0
P000613,Jimmy,Panetta,rep,CA,20.0,Democrat,RepJimmyPanetta,California,Jimmy Panetta (CA-20),(CA-20),48800.0,34300.0,5300.0,10500.0,2100.0,16400.0,2700.0,14500.0
C001112,Salud,Carbajal,rep,CA,24.0,Democrat,RepCarbajal,California,Salud O. Carbajal (CA-24),(CA-24),40000.0,25100.0,3900.0,7800.0,1600.0,11800.0,2300.0,14900.0
B001300,Nanette,Barragán,rep,CA,44.0,Democrat,RepBarragan,California,Nanette Diaz Barragán (CA-44),(CA-44),65500.0,49900.0,7900.0,15600.0,3100.0,23300.0,4300.0,15700.0
C001110,J.,Correa,rep,CA,46.0,Democrat,reploucorrea,California,J. Luis Correa (CA-46),(CA-46),64300.0,47900.0,6800.0,13400.0,2700.0,25100.0,3200.0,16400.0
B001303,Lisa,Blunt Rochester,rep,DE,0.0,Democrat,RepBRochester,Delaware,Lisa Blunt Rochester (DE-AL),(DE-AL),59500.0,37500.0,9800.0,11100.0,1500.0,15100.0,1800.0,22000.0
G000578,Matt,Gaetz,rep,FL,1.0,Republican,RepMattGaetz,Florida,Matt Gaetz (FL-1),(FL-1),57600.0,41000.0,2600.0,9300.0,1500.0,27600.0,1200.0,16600.0
D000628,Neal,Dunn,rep,FL,2.0,Republican,drnealdunnfl2,Florida,Neal P. Dunn (FL-2),(FL-2),66300.0,49500.0,3100.0,11000.0,1800.0,33600.0,1800.0,16800.0
R000609,John,Rutherford,rep,FL,4.0,Republican,RepRutherfordFL,Florida,John H. Rutherford (FL-4),(FL-4),64200.0,42900.0,2700.0,9700.0,1600.0,29000.0,1400.0,21300.0
L000586,Al,Lawson,rep,FL,5.0,Democrat,RepAlLawsonJr,Florida,"Al Lawson, Jr. (FL-5)",(FL-5),67800.0,49600.0,2900.0,10600.0,1700.0,34400.0,1500.0,18100.0
M001202,Stephanie,Murphy,rep,FL,7.0,Democrat,RepStephMurphy,Florida,Stephanie N. Murphy (FL-7),(FL-7),72600.0,41600.0,2400.0,8500.0,1400.0,29400.0,1400.0,31000.0
S001200,Darren,Soto,rep,FL,9.0,Democrat,RepDarrenSoto,Florida,Darren Soto (FL-9),(FL-9),89400.0,57600.0,3500.0,12700.0,2000.0,39300.0,1900.0,31800.0
D000627,Val,Demings,rep,FL,10.0,Democrat,RepValDemings,Florida,Val Butler Demings (FL-10),(FL-10),85200.0,50700.0,2900.0,10400.0,1700.0,35800.0,1600.0,34500.0
C001111,Charlie,Crist,rep,FL,13.0,Democrat,repcharliecrist,Florida,Charlie Crist (FL-13),(FL-13),63800.0,40200.0,2300.0,8300.0,1300.0,28200.0,2000.0,23600.0
M001199,Brian,Mast,rep,FL,18.0,Republican,repbrianmast,Florida,Brian J. Mast (FL-18),(FL-18),76300.0,44200.0,2600.0,9400.0,1500.0,30700.0,2000.0,32000.0
R000607,Francis,Rooney,rep,FL,19.0,Republican,RepRooney,Florida,Francis Rooney (FL-19),(FL-19),72500.0,45700.0,2600.0,9200.0,1500.0,32400.0,2000.0,26800.0
F000465,A.,Ferguson,rep,GA,3.0,Republican,RepDrewFerguson,Georgia,"A. Drew Ferguson, IV (GA-3)",(GA-3),57900.0,42100.0,1900.0,10600.0,1800.0,27700.0,1700.0,15800.0
K000391,Raja,Krishnamoorthi,rep,IL,8.0,Democrat,congressmanraja,Illinois,Raja Krishnamoorthi (IL-8),(IL-8),37600.0,23800.0,4700.0,9900.0,1200.0,8000.0,2000.0,13800.0
B001299,Jim,Banks,rep,IN,3.0,Republican,RepJimBanks,Indiana,Jim Banks (IN-3),(IN-3),29600.0,23300.0,2700.0,9000.0,1600.0,9900.0,1500.0,6300.0
H001074,Trey,Hollingsworth,rep,IN,9.0,Republican,reptrey,Indiana,Trey Hollingsworth (IN-9),(IN-9),25800.0,19000.0,2400.0,7900.0,1400.0,7300.0,1800.0,6700.0
M001198,Roger,Marshall,rep,KS,1.0,Republican,RepMarshall,Kansas,Roger W. Marshall (KS-1),(KS-1),46200.0,32800.0,1500.0,8500.0,1500.0,21200.0,1600.0,13500.0
H001077,Clay,Higgins,rep,LA,3.0,Republican,RepClayHiggins,Louisiana,Clay Higgins (LA-3),(LA-3),52700.0,30200.0,5300.0,11200.0,2700.0,11000.0,3600.0,22500.0
J000299,Mike,Johnson,rep,LA,4.0,Republican,RepMikeJohnson,Louisiana,Mike Johnson (LA-4),(LA-4),54600.0,33800.0,5800.0,12300.0,3000.0,12600.0,4800.0,20800.0
B001304,Anthony,Brown,rep,MD,4.0,Democrat,RepAnthonyBrown,Maryland,Anthony G. Brown (MD-4),(MD-4),32600.0,25000.0,5200.0,8300.0,1400.0,10200.0,1500.0,7600.0
R000606,Jamie,Raskin,rep,MD,8.0,Democrat,repraskin,Maryland,Jamie Raskin (MD-8),(MD-8),25000.0,15100.0,3000.0,4900.0,800.0,6400.0,1500.0,9900.0
B001301,Jack,Bergman,rep,MI,1.0,Republican,RepJackBergman,Michigan,Jack Bergman (MI-1),(MI-1),36500.0,25600.0,3400.0,9400.0,2100.0,10700.0,2900.0,10900.0
M001201,Paul,Mitchell,rep,MI,10.0,Republican,RepPaulMitchell,Michigan,Paul Mitchell (MI-10),(MI-10),31000.0,21500.0,2900.0,8100.0,1800.0,8700.0,2500.0,9500.0
L000587,Jason,Lewis,rep,MN,2.0,Republican,RepJasonLewis,Minnesota,Jason Lewis (MN-2),(MN-2),22600.0,12800.0,3200.0,4100.0,800.0,4600.0,1500.0,9800.0
B001305,Ted,Budd,rep,NC,13.0,Republican,RepTedBudd,North Carolina,Ted Budd (NC-13),(NC-13),104200.0,47100.0,2300.0,11300.0,2300.0,31300.0,2100.0,57100.0
B001298,Don,Bacon,rep,NE,2.0,Republican,repdonbacon,Nebraska,Don Bacon (NE-2),(NE-2),53400.0,27400.0,1700.0,7000.0,1300.0,17500.0,1100.0,25900.0
G000583,Josh,Gottheimer,rep,NJ,5.0,Democrat,RepJoshG,New Jersey,Josh Gottheimer (NJ-5),(NJ-5),27500.0,12700.0,1000.0,4500.0,900.0,6300.0,1900.0,14700.0
R000608,Jacky,Rosen,rep,NV,3.0,Democrat,repjackyrosen,Nevada,Jacky Rosen (NV-3),(NV-3),20900.0,12400.0,1100.0,4300.0,500.0,6500.0,900.0,8600.0
K000390,Ruben,Kihuen,rep,NV,4.0,Democrat,RepKihuen,Nevada,Ruben J. Kihuen (NV-4),(NV-4),31300.0,23000.0,2300.0,8600.0,1000.0,11100.0,900.0,8300.0
S001201,Thomas,Suozzi,rep,NY,3.0,Democrat,RepTomSuozzi,New York,Thomas R. Suozzi (NY-3),(NY-3),20000.0,14400.0,2600.0,2400.0,500.0,8900.0,2800.0,5700.0
E000297,Adriano,Espaillat,rep,NY,13.0,Democrat,RepEspaillat,New York,Adriano Espaillat (NY-13),(NY-13),76800.0,71400.0,18000.0,17000.0,3800.0,32500.0,7800.0,5400.0
F000464,John,Faso,rep,NY,19.0,Republican,RepJohnFaso,New York,John J. Faso (NY-19),(NY-19),31000.0,27300.0,6100.0,5800.0,1300.0,14100.0,2900.0,3800.0
T000478,Claudia,Tenney,rep,NY,22.0,Republican,RepTenney,New York,Claudia Tenney (NY-22),(NY-22),34600.0,31600.0,9300.0,8800.0,2000.0,11700.0,2900.0,3000.0
F000466,Brian,Fitzpatrick,rep,PA,8.0,Republican,repbrianfitz,Pennsylvania,Brian K. Fitzpatrick (PA-8),(PA-8),37900.0,12000.0,1200.0,4400.0,1900.0,4500.0,2200.0,25800.0
S001199,Lloyd,Smucker,rep,PA,16.0,Republican,RepSmucker,Pennsylvania,Lloyd Smucker (PA-16),(PA-16),43200.0,25300.0,2600.0,9300.0,3900.0,9600.0,2300.0,17900.0
G000582,Jenniffer,González-Colón,rep,PR,0.0,Republican,repjenniffer,,,,,,,,,,,
K000392,David,Kustoff,rep,TN,8.0,Republican,repdavidkustoff,Tennessee,David Kustoff (TN-8),(TN-8),57700.0,33600.0,3100.0,8600.0,1600.0,20300.0,2000.0,24100.0
G000581,Vicente,Gonzalez,rep,TX,15.0,Democrat,RepGonzalez,Texas,Vicente Gonzalez (TX-15),(TX-15),105000.0,91600.0,1800.0,18100.0,2500.0,69300.0,3300.0,13400.0
A000375,Jodey,Arrington,rep,TX,19.0,Republican,RepArrington,Texas,Jodey C. Arrington (TX-19),(TX-19),55200.0,45900.0,1100.0,11600.0,1600.0,31600.0,2100.0,9300.0
T000477,Scott,Taylor,rep,VA,2.0,Republican,RepScottTaylor,Virginia,Scott Taylor (VA-2),(VA-2),42600.0,27400.0,1400.0,6000.0,1100.0,18900.0,1400.0,15100.0
M001200,A.,McEachin,rep,VA,4.0,Democrat,RepMcEachin,Virginia,A. Donald McEachin (VA-4),(VA-4),56400.0,39100.0,2100.0,9300.0,1700.0,26000.0,1800.0,17400.0
G000580,Thomas,Garrett,rep,VA,5.0,Republican,Rep_Tom_Garrett,Virginia,"Thomas A. Garrett, Jr. (VA-5)",(VA-5),54400.0,36700.0,1900.0,8000.0,1400.0,25300.0,2200.0,17700.0
J000298,Pramila,Jayapal,rep,WA,7.0,Democrat,RepJayapal,Washington,Pramila Jayapal (WA-7),(WA-7),21700.0,17700.0,900.0,5300.0,800.0,10700.0,1700.0,4000.0
G000579,Mike,Gallagher,rep,WI,8.0,Republican,RepGallagher,Wisconsin,Mike Gallagher (WI-8),(WI-8),47400.0,26200.0,4600.0,7000.0,1700.0,12900.0,2600.0,21200.0
C001109,Liz,Cheney,rep,WY,0.0,Republican,RepLizCheney,Wyoming,Liz Cheney (WY-AL),(WY-AL),49000.0,23500.0,900.0,5800.0,700.0,16000.0,900.0,25600.0
S001202,Luther,Strange,sen,AL,,Republican,SenatorStrange,Alabama,,,480500.0,310000.0,6800.0,84300.0,17700.0,200900.0,14600.0,170600.0
E000298,Ron,Estes,rep,KS,4.0,Republican,RepRonEstes,Kansas,Ron Estes (KS-4),(KS-4),52900.0,38500.0,1800.0,9900.0,1700.0,25100.0,1600.0,14400.0
G000584,Greg,Gianforte,rep,MT,0.0,Republican,,Montana,Greg Gianforte (MT-AL),(MT-AL),81100.0,28500.0,2600.0,13000.0,2300.0,10600.0,1900.0,52700.0
N000190,Ralph,Norman,rep,SC,5.0,Republican,,South Carolina,vacant (SC-5),(SC-5),63400.0,43600.0,2400.0,11100.0,2100.0,28000.0,2500.0,19800.0
H001078,Karen,Handel,rep,GA,6.0,Republican,,Georgia,Karen Handel (GA-6),(GA-6),53600.0,31400.0,900.0,4800.0,800.0,24800.0,1000.0,22200.0
